opsid,zplk_pk_seq,taxa_004,cruise_name,station,event_number,net_number,zoo_aliquot,zooplankton_count,conc_10m2,conc_100m3,vial_number,zoo_stage_000,zoo_stage_013,zoo_stage_020,zoo_stage_021,zoo_stage_022,zoo_stage_023,zoo_stage_024,zoo_stage_028,zoo_stage_029,zoo_stage_030,zoo_stage_050,zoo_stage_051,zoo_stage_054,zoo_stage_999,net_pk_seq,gear,gear_volume_filtered,sample_jar_count,sample_type,flowmeter_calibration_factor,flowmeter_revolutions,flag_region,flag_clogging,net_comment,event_pk_seq,operation,event_date,formated_event_date,latitude,longitude,region,region_nvl,plankton_stratum,groundfish_stratum,surface_temperature,surface_temperature_nvl,tow_profile,tow_protocol,tow_maximum_depth,bottom_depth_max_wire_out,bio_volume_zoo,bio_volume_zoo_1m2,bio_volume_zoo_100m3,bio_volume_large_conc_1m2,bio_volume_large_conc_100m3,total_zoo_count,total_large_zoo_count,total_large_zoo_length,large_zoo_mean_length,taxa_name
2011003HB,528036,135,HB1103,65,651,2,256,7,4002.84,555.95,4,5,0,0,0,0,0,1,0,0,0,0,0,0,1,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Paracalanus parvus
2011003HB,528056,138,HB1103,65,651,2,256,85,48605.94,6750.82,3,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Oithona
2011003HB,528035,143,HB1103,65,651,2,256,6,3431.01,476.53,4,2,0,0,0,0,0,2,0,0,0,0,0,0,2,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Nannocalanus minor
2011003HB,528052,146,HB1103,65,651,2,256,3,1715.5,238.26,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Mecynocera clausi
2011003HB,528033,157,HB1103,65,651,2,256,6,3431.01,476.53,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Clausocalanus arcuicornis
2011003HB,528042,200,HB1103,65,651,2,256,38,21729.71,3018.02,5,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Chaetognatha
2011003HB,528059,300,HB1103,65,651,2,256,22,12580.36,1747.27,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Thecosomata
2011003HB,528050,457,HB1103,65,651,2,256,28,16011.37,2223.8,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Hyperiidea
2011003HB,528055,601,HB1103,65,651,2,256,1,571.83,79.42,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Podon
2011003HB,528047,605,HB1103,65,651,2,256,38,21729.71,3018.02,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Evadne
2011003HB,528053,611,HB1103,65,651,2,256,28,16011.37,2223.8,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Penilia avirostris
2011003HB,528039,700,HB1103,65,651,2,256,1,571.83,79.42,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Appendicularia
2011003HB,528041,1000,HB1103,65,651,2,256,1,571.83,79.42,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Brachyura
2011003HB,528057,1800,HB1103,65,651,2,256,30,17155.04,2382.64,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Siphonophora
2011003HB,528046,2000,HB1103,65,651,2,256,2,1143.67,158.84,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Euphausiacea
2011003HB,528058,3400,HB1103,65,651,2,256,21,12008.53,1667.85,6,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Thaliacea
2011003HB,528038,3500,HB1103,65,651,2,256,3,1715.5,238.26,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Osteichthyes
2011003HB,528060,4019,HB1103,65,651,2,256,1,571.83,79.42,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Undinula vulgaris
2011003HB,528045,4020,HB1103,65,651,2,256,1,571.83,79.42,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Centropages bradyi
2011003HB,528040,4027,HB1103,65,651,2,256,1,571.83,79.42,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Acartia
2011003HB,528044,4042,HB1103,65,651,2,256,3,1715.5,238.26,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Candacia
2011003HB,528048,4045,HB1103,65,651,2,256,7,4002.84,555.95,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Corycaeidae
2011003HB,528051,4062,HB1103,65,651,2,256,1,571.83,79.42,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Euchaetidae
2011003HB,528054,4108,HB1103,65,651,2,256,4,2287.34,317.69,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Neocalanus
2011003HB,528043,4129,HB1103,65,651,2,256,1,571.83,79.42,4,,,,,,,,,,,,,,,72613,6B3Z,322.331,1,Z,0.3141,3512,1,N,Manual Load Prgm.,70081,BON/CTD,18:00.0,7/9/2011 9:18,38.7217,-73.5033,MAB,MAB,10,1740,24,24,OBL,OT,72,76,72,16.08,22.34,,,650,,,,Calocalanus
2011003HB,528100,2,HB1103,66,661,2,128,1,462.57,23.13,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,UNIDENTIFIED PLANKTON AND FRAGMENTS
2011003HB,528066,102,HB1103,66,661,2,128,2,925.13,46.26,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Pseudocalanus minutus
2011003HB,528061,103,HB1103,66,661,2,128,17,7863.63,393.18,3,6,0,0,0,0,2,9,0,0,0,0,0,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Centropages typicus
2011003HB,528063,105,HB1103,66,661,2,128,1,462.57,23.13,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Metridia lucens
2011003HB,528086,130,HB1103,66,661,2,128,1,462.57,23.13,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Cyclopoida
2011003HB,528065,135,HB1103,66,661,2,128,4,1850.27,92.51,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Paracalanus parvus
2011003HB,528094,138,HB1103,66,661,2,128,55,25441.15,1272.06,2,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Oithona
2011003HB,528064,143,HB1103,66,661,2,128,52,24053.46,1202.67,1,34,0,0,0,0,0,11,0,0,0,0,0,0,7,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Nannocalanus minor
2011003HB,528091,146,HB1103,66,661,2,128,6,2775.4,138.77,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Mecynocera clausi
2011003HB,528068,148,HB1103,66,661,2,128,15,6938.5,346.92,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Acartia danae
2011003HB,528062,157,HB1103,66,661,2,128,3,1387.7,69.38,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Clausocalanus arcuicornis
2011003HB,528074,178,HB1103,66,661,2,128,3,1387.7,69.38,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Calanus
2011003HB,528095,191,HB1103,66,661,2,128,2,925.13,46.26,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Oncaea
2011003HB,528073,200,HB1103,66,661,2,128,84,38855.58,1942.78,4,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Chaetognatha
2011003HB,528098,300,HB1103,66,661,2,128,3,1387.7,69.38,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Thecosomata
2011003HB,528069,400,HB1103,66,661,2,128,1,462.57,23.13,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Amphipoda
2011003HB,528087,457,HB1103,66,661,2,128,16,7401.06,370.05,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Hyperiidea
2011003HB,528088,568,HB1103,66,661,2,128,4,1850.27,92.51,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Lucifer
2011003HB,528081,605,HB1103,66,661,2,128,20,9251.33,462.57,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Evadne
2011003HB,528092,611,HB1103,66,661,2,128,16,7401.06,370.05,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Penilia avirostris
2011003HB,528070,700,HB1103,66,661,2,128,9,4163.1,208.15,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Appendicularia
2011003HB,528072,1000,HB1103,66,661,2,128,2,925.13,46.26,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Brachyura
2011003HB,528085,1100,HB1103,66,661,2,128,1,462.57,23.13,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Gastropoda
2011003HB,528078,1500,HB1103,66,661,2,128,1,462.57,23.13,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Echinoderemata
2011003HB,528096,1800,HB1103,66,661,2,128,9,4163.1,208.15,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Siphonophora
2011003HB,528079,2000,HB1103,66,661,2,128,21,9713.9,485.69,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Euphausiacea
2011003HB,528071,2101,HB1103,66,661,2,128,1,462.57,23.13,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Balanidae
2011003HB,528097,3400,HB1103,66,661,2,128,53,24516.02,1225.8,5,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Thaliacea
2011003HB,528067,3500,HB1103,66,661,2,128,1,462.57,23.13,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Osteichthyes
2011003HB,528090,3600,HB1103,66,661,2,128,2,925.13,46.26,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Ostracoda
2011003HB,528083,3900,HB1103,66,661,2,128,31,14339.56,716.98,6,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Foraminifera
2011003HB,528077,4020,HB1103,66,661,2,128,7,3237.97,161.9,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Centropages bradyi
2011003HB,528076,4042,HB1103,66,661,2,128,18,8326.2,416.31,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Candacia
2011003HB,528084,4045,HB1103,66,661,2,128,4,1850.27,92.51,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Corycaeidae
2011003HB,528089,4062,HB1103,66,661,2,128,6,2775.4,138.77,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Euchaetidae
2011003HB,528080,4064,HB1103,66,661,2,128,22,10176.46,508.82,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Clausocalanus furcatus
2011003HB,528082,4098,HB1103,66,661,2,128,1,462.57,23.13,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Clausocalanus
2011003HB,528099,4100,HB1103,66,661,2,128,1,462.57,23.13,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Rhincalanus
2011003HB,528093,4108,HB1103,66,661,2,128,9,4163.1,208.15,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Neocalanus
2011003HB,528075,4129,HB1103,66,661,2,128,2,925.13,46.26,3,,,,,,,,,,,,,,,72615,6B3Z,553.434,1,Z,0.3141,6030,1,N,Manual Load Prgm.,70083,BON/CTD,04:00.0,7/9/2011 15:04,38.0367,-73.2267,MAB,MAB,54,,24,24,OBL,OT,200,2187,30,10.84,5.42,,,507,,,,Calocalanus
2011003HB,528121,100,HB1103,67,671,2,64,1,185.32,9.22,3,,,,,,,,,,,,,,,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Copepoda
2011003HB,528101,101,HB1103,67,671,2,64,1,185.32,9.22,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Calanus finmarchicus
2011003HB,528103,105,HB1103,67,671,2,64,29,5374.42,267.38,3,6,0,3,0,0,9,11,0,0,0,0,0,0,0,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Metridia lucens
2011003HB,528124,130,HB1103,67,671,2,64,1,185.32,9.22,3,,,,,,,,,,,,,,,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Cyclopoida
2011003HB,528134,138,HB1103,67,671,2,64,71,13158.07,654.63,2,,,,,,,,,,,,,,,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Oithona
2011003HB,528104,143,HB1103,67,671,2,64,9,1667.92,82.98,3,2,0,0,0,0,0,2,0,0,0,0,0,0,5,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Nannocalanus minor
2011003HB,528131,146,HB1103,67,671,2,64,3,555.97,27.66,3,,,,,,,,,,,,,,,72617,6B3Z,694.132,1,Z,0.3141,7563,1,N,Manual Load Prgm.,70085,BON/CTD,58:00.0,7/10/2011 8:58,37.56,-73.6917,MAB,MAB,54,,25,25,OBL,OT,201,2156,20,5.79,2.88,,,499,,,,Mecynocera clausi
